,recall,precision
145,-0.03552777696565589,0.9773220382427242
146,-0.03506229115953316,0.9771526235630018
147,-0.03460045454232341,0.9769830103891745
148,-0.03414221362114894,0.9768131982555667
149,-0.0336875160446039,0.9766431866948627
150,-0.033236310570896065,0.9764729752380977
151,-0.032788547037085225,0.9763025634146509
152,-0.032344176329371324,0.976131950752238
153,-0.03190315035439073,0.9759611367769024
154,-0.03146542201148061,0.9757901210130079
155,-0.031030945165871574,0.9756189029832308
156,-0.03059967462277277,0.9754474822085518
157,-0.030171566102313523,0.9752758582082475
158,-0.029746576215308202,0.9751040304998831
159,-0.029324662439812386,0.9749319985993041
160,-0.028905783098439195,0.9747597620206272
161,-0.028489897336407506,0.9745873202762334
162,-0.028076965100292464,0.9744146728767589
163,-0.02766694711745359,0.9742418193310867
164,-0.02725980487611322,0.9740687591463388
165,-0.026855500606061684,0.9738954918278674
166,-0.02645399725996594,0.9737220168792463
167,-0.02605525849525854,0.9735483338022626
168,-0.02565924865658636,0.973374442096908
169,-0.025265932758798144,0.9732003412613704
170,-0.024875276470451478,0.9730260307920247
171,-0.024487246097819826,0.9728515101834245
172,-0.02410180856938224,0.9726767789282934
173,-0.023718931420778716,0.9725018365175155
174,-0.023338582780213106,0.9723266824401274
175,-0.022960731354290033,0.9721513161833084
176,-0.02258534641426806,0.971975737232372
177,-0.022212397782716962,0.9717999450707566
178,-0.021841855820563104,0.9716239391800168
179,-0.02147369141451038,0.9714477190398135
180,-0.021107875964824066,0.9712712841279055
181,-0.020744381373464484,0.9710946339201396
182,-0.02038318003255874,0.9709177678904409
183,-0.02002424481319982,0.9707406855108053
184,-0.01966754905456064,0.970563386251287
185,-0.019313066553313902,0.9703858695799923
186,-0.018960771553347345,0.970208134963067
187,-0.018610638735762845,0.9700301818646894
188,-0.01826264320915317,0.9698520097470584
189,-0.017916760500144287,0.9696736180703854
190,-0.017572966544196475,0.9694950062928832
191,-0.017231237676655065,0.9693161738707574
192,-0.016891550624042673,0.9691371202581953
193,-0.016553882495585915,0.9689578449073569
194,-0.016218210774968312,0.9687783472683635
195,-0.01588451331230229,0.9685986267892895
196,-0.01555276831631412,0.9684186829161505
197,-0.015222954346734423,0.9682385150928937
198,-0.01489505030688744,0.9680581227613879
199,-0.01456903543647417,0.9678775053614126
200,-0.01424488930454207,0.9676966623306479
201,-0.013922591802636516,0.9675155931046638
202,-0.01360212313812771,0.9673342971169099
203,-0.013283463827708102,0.9671527737987041
204,-0.012966594691055253,0.9669710225792231
205,-0.012651496844655045,0.9667890428854902
206,-0.012338151695779835,0.9666068341423655
207,-0.012026540936617883,0.9664243957725346
208,-0.011716646538549242,0.9662417271964979
209,-0.011408450746563064,0.9660588278325589
210,-0.011101936073813275,0.9658756970968139
211,-0.010797085296307731,0.9656923344031401
212,-0.010493881447727112,0.9655087391631851
213,-0.01019230781437058,0.9653249107863549
214,-0.009892347930222667,0.9651408486798027
215,-0.009593985572140447,0.9649565522484175
216,-0.009297204755155506,0.9647720208948128
217,-0.009001989727887787,0.9645872540193144
218,-0.00870832496806928,0.9644022510199494
219,-0.00841619517817323,0.9642170112924335
220,-0.008125585281146281,0.9640315342301602
221,-0.00783648041624076,0.9638458192241882
222,-0.007548865934944404,0.9636598656632296
223,-0.0072627273970046185,0.9634736729336381
224,-0.006978050566544552,0.9632872404193962
225,-0.0066948214082689205,0.9631005675021035
226,-0.006413026083756513,0.9629136535609643
227,-0.006132650947837695,0.9627264979727751
