,loss,val_loss
0,0.08869619645861705,0.3910567305081435
1,0.08784790257079489,0.18251488855003864
2,0.08598414435149306,0.1301592106706506
3,0.08059651747979307,0.09628800256935398
4,0.07927670026452216,0.09029919121043838
5,0.07575298220719268,0.09919072808094392
6,0.0774410270671183,0.08734296015973787
7,0.08161826067500644,0.08969736331848738
8,0.07502132207488586,0.08146822006263493
9,0.0707391018935498,0.08630717075797521
10,0.06968521758480627,0.08240664079137795
11,0.0692621221144994,0.07749825030744638
12,0.06824115603762185,0.07374702607190847
13,0.06655320958536477,0.07797318902007445
14,0.06916741031728335,0.0850811739187752
15,0.06170707781876227,0.0880195819486054
16,0.06330554148128102,0.07613793430836806
17,0.0651975706286345,0.07093688547189264
18,0.060435242784236634,0.06908540095254923
19,0.06345235995120473,0.06474367623047704
20,0.06101802642346762,0.07418005479347925
21,0.06064661588911509,0.07577579250517896
22,0.05920530607302984,0.06645421099798095
23,0.05822617818145144,0.0716510226495399
24,0.05588726228482238,0.07287367716696329
25,0.057297874292071234,0.06648918832622616
26,0.05503365516629262,0.07515563429712187
27,0.05530421478336289,0.05967508879017083
28,0.06313598190144672,0.0636468566543295
29,0.06044923672473404,0.06550926941721948
30,0.055347753526180384,0.060804736202779104
31,0.05381909476386176,0.06323902240860448
32,0.05119487099032807,0.06171031685386814
33,0.050698344756159475,0.07071355320781673
34,0.053271807688527996,0.07011055404969438
35,0.06857749698079406,0.07244357556817523
36,0.058740845929322896,0.06347417684519616
37,0.05275159123326575,0.06628995497712953
38,0.05101850960545359,0.06671142125285277
39,0.0505441138458332,0.07597824090203603
40,0.04709807618352391,0.06112792490102878
41,0.048172989939349875,0.0648735195481077
42,0.04907886849787144,0.05543175392620445
43,0.04620648487168937,0.06498793761407283
44,0.05264864878522025,0.06741397949489054
45,0.056771650827037674,0.05508379000127133
46,0.05286840261095589,0.05650933896509708
47,0.049366762665760865,0.061641262164768944
48,0.04573213140703154,0.06261381319969252
49,0.04778230549471757,0.07012846185451518
50,0.04952631765764032,0.06033016887723179
51,0.04623648370105682,0.06767459885841641
52,0.049664927775694485,0.05538477666541351
53,0.04691219119817618,0.058173462913746796
54,0.05037980832542882,0.06346429558524212
55,0.04982582848910784,0.05238594032496077
56,0.04697393774986267,0.06780215863036079
57,0.04349104625066655,0.06251024350000706
58,0.05073052833911023,0.05407083608747771
59,0.05700430238173579,0.06256772521334276
60,0.051311021324838835,0.05261962400992625
61,0.048212147857452134,0.06585211362951467
62,0.04955173629675669,0.05106534726701145
63,0.04441027802475613,0.0631209078635258
64,0.04437707281219346,0.06468318821496814
65,0.046426795573042544,0.05726753055055826
66,0.04787545407845137,0.0581516213044214
67,0.059706492028647085,0.06350450225734469
68,0.060915288660261364,0.04862850205903296
69,0.09086113190590936,0.059811112792480345
70,0.06690594099745388,0.06733660382904595
71,0.06119360926433964,0.0752142602475803
72,0.05463964474581232,0.07268172517306537
73,0.05879777989931555,0.07917924821802874
74,0.06188807579828322,0.07302396657587754
75,0.06131577473425492,0.07278328605894832
76,0.06198792977954451,0.06993450158760568
77,0.055969464807235685,0.07127514793748445
78,0.05159499832081048,0.07405595258459793
79,0.04835776505487611,0.05881240392211292
80,0.04895887648065885,0.07422730127114269
81,0.04758873701062245,0.06596733198666845
82,0.04524132376015853,0.056745937607244154
83,0.042967350999314244,0.05704742676485512
84,0.046194860115813995,0.04788025901786003
85,0.06818909148041834,0.06210730176096862
86,0.0599803513861876,0.05140355242790778
87,0.05513705179028596,0.05767293033396071
88,0.06840247609204628,0.06878245615761716
89,0.0550536299145195,0.06423025786795646
90,0.052360938291088316,0.07845512935740219
91,0.052965607785805224,0.058258540971433646
92,0.049314936685482126,0.06697405422812922
93,0.05717384848329756,0.07516849718375805
94,0.06049707661939147,0.06154886590366495
95,0.05140077285218559,0.07426476138087182
96,0.04910695827847359,0.06329379703120669
97,0.049201698511238866,0.06774482599484839
98,0.049830654715198264,0.07239421328888723
99,0.04649530205317258,0.0573996363121957
100,0.04588493782301877,0.0579927357823487
101,0.04844974550591486,0.063879226409282
102,0.04475464757690227,0.06517445467548108
103,0.04328748979657822,0.06489029249187048
104,0.043052715034759555,0.04879837323934348
105,0.04836091010106935,0.058768622810475186
106,0.048285420125629544,0.04638795241671839
